Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"verifyElementPresent(findTestObject(""Object Repository/Pet_Checkout/Page_JPetStore Demo/li_Thank you, your order has been submitted""), 0)",Edge Chromium 124,,,24-04-2024 19:00:58,24-04-2024 19:00:59,0.370s,PASSED
"click(findTestObject(""Object Repository/Pet_Checkout/Page_JPetStore Demo/a_Return to Main Menu""))",Edge Chromium 124,,,24-04-2024 19:00:59,24-04-2024 19:00:59,0.707s,PASSED
closeBrowser(),Edge Chromium 124,,,24-04-2024 19:00:59,24-04-2024 19:01:00,0.351s,PASSED
,,,,,,,
Test Cases/Jpet/JpetLandingPage,Edge Chromium 124,,,24-04-2024 19:01:00,24-04-2024 19:01:13,13.647s,PASSED
"callTestCase(findTestCase(""Jpet/JpetLogin""), [:], STOP_ON_FAILURE)",Edge Chromium 124,,,24-04-2024 19:01:00,24-04-2024 19:01:11,11.329s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Jpet_LandingPage/Page_JPetStore Demo/img""), 0)",Edge Chromium 124,,,24-04-2024 19:01:11,24-04-2024 19:01:11,0.384s,PASSED
"verifyElementText(findTestObject(""Object Repository/Jpet_LandingPage/Page_JPetStore Demo/div_Welcome raj1""), ""Welcome raj1!"")",Edge Chromium 124,,,24-04-2024 19:01:11,24-04-2024 19:01:12,0.407s,PASSED
"click(findTestObject(""Object Repository/Jpet_LandingPage/Page_JPetStore Demo/a_Sign Out""))",Edge Chromium 124,,,24-04-2024 19:01:12,24-04-2024 19:01:13,0.879s,PASSED
"navigateToUrl(""https://petstore.octoperf.com/actions/Catalog.action"")",Edge Chromium 124,,,24-04-2024 19:01:13,24-04-2024 19:01:13,0.274s,PASSED
closeBrowser(),Edge Chromium 124,,,24-04-2024 19:01:13,24-04-2024 19:01:13,0.292s,PASSED
